"id","thomas_id","api_uri","first_name","middle_name","last_name","party","twitter_account","facebook_account","facebook_id","url","rss_url","domain","dw_nominate","ideal_point","seniority","next_election","state","district","missed_votes_pct","votes_with_party_pct","chamber"
"E000215","355","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/E000215.json","Anna","G.","Eshoo","D","RepAnnaEshoo","RepAnnaEshoo","174979964227","http://eshoo.house.gov","http://eshoo.house.gov/rss/press-releases.xml","eshoo.house.gov","","","24","2014","CA","18","5.66","96.00","house"
"E000288","1857","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/E000288.json","Keith",NA,"Ellison","D","KeithEllison","Keith.Ellison","7997462059","http://ellison.house.gov","http://ellison.house.gov/index.php?format=feed&amp;type=rss","ellison.house.gov","","","10","2014","MN","5","1.89","98.08","house"
"E000290","1894","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/E000290.json","Donna",NA,"Edwards","D","RepDonnaEdwards","107297211756","107297211756","http://donnaedwards.house.gov","","donnaedwards.house.gov","","","10","2014","MD","4","3.77","96.08","house"
"E000291","2036","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/E000291.json","Renee",NA,"Ellmers","R","RepReneeEllmers","reneeellmers","167641493275000","http://ellmers.house.gov","http://ellmers.house.gov/common/rss//index.cfm?rss=49","ellmers.house.gov","","","6","2014","NC","2","0.00","83.02","house"
"E000293","2114","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/E000293.json","Elizabeth",NA,"Esty","D","RepEsty","RepEsty","292076514228382","http://esty.house.gov","http://esty.house.gov/rss.xml","esty.house.gov","","","4","2014","CT","5","0.00","92.45","house"
"F000030","368","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000030.json","Sam",NA,"Farr","D","RepSamFarr","RepSamFarr","7018136294","http://www.farr.house.gov","http://www.farr.house.gov/index.php/press-releases/?format=feed&amp;type=rss","www.farr.house.gov","","","24","2014","CA","20","3.77","96.08","house"
"F000043","371","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000043.json","Chaka",NA,"Fattah","D","ChakaFattah","repfattah","165961823475034","http://fattah.house.gov","http://fattah.house.gov/common/rss//index.cfm?rss=34","fattah.house.gov","","","22","2014","PA","2","0.00","96.23","house"
"F000372","414","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000372.json","Rodney",NA,"Frelinghuysen","R","USRepRodney","rfrelinghuysen","","http://frelinghuysen.house.gov","http://frelinghuysen.house.gov/rss/top-news.xml","frelinghuysen.house.gov","","","22","2014","NJ","11","0.00","96.23","house"
"F000445","1683","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000445.json","J.","Randy","Forbes","R","Randy_Forbes","randyforbes","356330225020","http://forbes.house.gov","http://forbes.house.gov/news/rss.aspx","www.house.gov","","","16","2014","VA","4","15.09","91.11","house"
"F000448","1707","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000448.json","Trent",NA,"Franks","R","RepTrentFranks","TrentFranks","209486545087","http://franks.house.gov","http://franks.house.gov/rss.xml","franks.house.gov","","","14","2014","AZ","8","0.00","92.45","house"
"F000449","1793","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000449.json","Jeff",NA,"Fortenberry","R","JeffFortenberry","jefffortenberry","48426842354","http://fortenberry.house.gov","http://fortenberry.house.gov/rss/news-releases.xml","fortenberry.house.gov","","","12","2014","NE","1","0.00","96.23","house"
"F000450","1791","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000450.json","Virginia",NA,"Foxx","R","VirginiaFoxx","RepVirginiaFoxx","","http://foxx.house.gov","http://foxx.house.gov/news/rss.aspx","foxx.house.gov","","","10","2014","NC","5","0.00","92.45","house"
"F000451","1797","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000451.json","Michael","G.","Fitzpatrick","R","RepFitzpatrick","RepFitzpatrick","132077153521454","http://fitzpatrick.house.gov","http://fitzpatrick.house.gov/rss.xml","fitzpatrick.house.gov","","","6","2014","PA","8","5.66","92.00","house"
"F000454","1888","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000454.json","Bill",NA,"Foster","D","RepBillFoster","CongressmanBillFoster","102918290599","http://foster.house.gov","http://foster.house.gov/rss.xml","foster.house.gov","","","4","2014","IL","11","0.00","88.68","house"
"F000455","1895","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000455.json","Marcia","L.","Fudge","D","RepMarciaFudge","RepMarciaLFudge","279006440801","http://fudge.house.gov","http://fudge.house.gov/common/rss//index.cfm?rss=25","fudge.house.gov","","","10","2014","OH","11","0.00","92.45","house"
"F000456","1924","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000456.json","John",NA,"Fleming","R","RepFleming","repjohnfleming","372154186772","http://fleming.house.gov","http://fleming.house.gov/news/rss.aspx","fleming.house.gov","","","8","2014","LA","4","1.89","92.31","house"
"F000458","2064","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000458.json","Stephen",NA,"Fincher","R","RepFincherTN08","RepFincherTN08","128861763849209","http://fincher.house.gov","http://fincher.house.gov/rss.xml","fincher.house.gov","","","6","2014","TN","8","7.55","93.88","house"
"F000459","2061","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000459.json","Chuck",NA,"Fleischmann","R","RepChuck","repchuck","189998554345168","http://fleischmann.house.gov","http://fleischmann.house.gov/rss.xml","fleischmann.house.gov","","","6","2014","TN","3","7.55","95.92","house"
"F000460","2067","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000460.json","Blake",NA,"Farenthold","R","Farenthold","BlakeFarenthold","186894244673001","http://farenthold.house.gov","http://farenthold.house.gov/news/rss.aspx","farenthold.house.gov","","","6","2014","TX","27","0.00","92.45","house"
"F000461","2065","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000461.json","Bill",NA,"Flores","R","RepBillFlores","RepBillFlores","146176682102245","http://flores.house.gov","http://flores.house.gov/common/rss//index.cfm?rss=25","flores.house.gov","","","6","2014","TX","17","0.00","92.45","house"
"F000462","2119","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000462.json","Lois",NA,"Frankel","D","RepLoisFrankel","RepLoisFrankel","138220153003017","http://frankel.house.gov","http://frankel.house.gov/rss.xml","frankel.house.gov","","","4","2014","FL","22","0.00","96.23","house"
"G000289","446","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000289.json","Robert","W.","Goodlatte","R","RepGoodlatte","BobGoodlatte","6459789414","http://goodlatte.house.gov","http://goodlatte.house.gov/press_releases.rss","goodlatte.house.gov","","","24","2014","VA","6","0.00","94.34","house"
"G000377","1487","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000377.json","Kay",NA,"Granger","R","RepKayGranger","RepKayGranger","49640749719","http://kaygranger.house.gov","http://kaygranger.house.gov/rss.xml","kaygranger.house.gov","","","20","2014","TX","12","3.77","96.08","house"
"G000410","462","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000410.json","Gene",NA,"Green","D","RepGeneGreen","RepGeneGreen","128735131872","http://green.house.gov","http://green.house.gov/rss.xml","green.house.gov","","","24","2014","TX","29","9.43","83.33","house"
"G000535","478","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000535.json","Luis","V.","Gutierrez","D","RepGutierrez","RepGutierrez","91052833204","http://gutierrez.house.gov","http://gutierrez.house.gov/rss.xml","gutierrez.house.gov","","","24","2014","IL","4","13.21","95.65","house"
"G000546","1656","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000546.json","Sam",NA,"Graves","R","","118514606128","118514606128","http://graves.house.gov","http://graves.house.gov/common/rss/index.cfm?rss=25","graves.house.gov","","","16","2014","MO","6","0.00","92.45","house"
"G000548","1737","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000548.json","Scott",NA,"Garrett","R","RepGarrett","repscottgarrett","6756553401","http://garrett.house.gov","http://garrett.house.gov/rss.xml","garrett.house.gov","","","14","2014","NJ","5","0.00","90.57","house"
"G000551","1708","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000551.json","Raúl","M.","Grijalva","D","RepraulGrijalva","Rep.Grijalva","73539896233","http://grijalva.house.gov","http://grijalva.house.gov/common/rss/?rss=13","grijalva.house.gov","","","14","2014","AZ","3","5.66","96.00","house"
"G000552","1801","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000552.json","Louie",NA,"Gohmert","R","RepLouieGohmert","50375006903","50375006903","http://gohmert.house.gov","http://gohmert.house.gov/news/rss.aspx","gohmert.house.gov","","","12","2014","TX","1","5.66","92.00","house"
"G000553","1803","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000553.json","Al",NA,"Green","D","RepAlGreen","repalgreen","136237609724391","http://algreen.house.gov","http://algreen.house.gov/rss.xml","algreen.house.gov","","","12","2014","TX","9","0.00","88.68","house"
"G000559","1973","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000559.json","John",NA,"Garamendi","D","RepGaramendi","repgaramendi","182567716746","http://garamendi.house.gov","http://garamendi.house.gov/rss.xml","garamendi.house.gov","","","8","2014","CA","3","33.96","91.43","house"
"G000560","1979","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000560.json","Tom",NA,"Graves","R","RepTomGraves","reptomgraves","104548906262119","http://tomgraves.house.gov","http://tomgraves.house.gov/news/rss.aspx","tomgraves.house.gov","","","8","2014","GA","14","0.00","90.57","house"
"G000563","2049","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000563.json","Bob",NA,"Gibbs","R","RepBobGibbs","RepBobGibbs","191159267565100","http://gibbs.house.gov","http://gibbs.house.gov/rss.xml","gibbs.house.gov","","","6","2014","OH","7","0.00","94.34","house"
"G000564","2043","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000564.json","Chris",NA,"Gibson","R","RepChrisGibson","RepChrisGibson","190238567659779","http://gibson.house.gov","http://gibson.house.gov/news/rss.aspx","gibson.house.gov","","","6","2014","NY","19","5.66","86.00","house"
"G000565","1992","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000565.json","Paul",NA,"Gosar","R","RepGosar","repgosar","104329699641957","http://gosar.house.gov","http://gosar.house.gov/rss.xml","gosar.house.gov","","","6","2014","AZ","4","11.32","93.62","house"
"G000566","2058","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000566.json","Trey",NA,"Gowdy","R","TGowdySC","143059759084016","143059759084016","http://gowdy.house.gov","http://gowdy.house.gov/news/rss.aspx","gowdy.house.gov","","","6","2014","SC","4","5.77","97.96","house"
"G000568","2070","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000568.json","Morgan",NA,"Griffith","R","RepMGriffith","RepMorganGriffith","141893975868919","http://morgangriffith.house.gov","http://morgangriffith.house.gov/news/rss.aspx","morgangriffith.house.gov","","","6","2014","VA","9","0.00","88.68","house"
"G000571","2122","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000571.json","Tulsi",NA,"Gabbard","D","TulsiGabbard","RepTulsiGabbard","392284484191405","http://gabbard.house.gov","","gabbard.house.gov","","","4","2014","HI","2","0.00","96.23","house"
"H000324","511","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000324.json","Alcee","L.","Hastings","D","RepHastingsFL","95696782238","95696782238","http://alceehastings.house.gov","http://alceehastings.house.gov/news/rss.aspx","www.alceehastings.house.gov","","","24","2014","FL","20","15.09","93.33","house"
"H000636","1490","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000636.json","Rubén",NA,"Hinojosa","D","USRepRHinojosa","CongressmanRubenHinojosa","402891225161","http://hinojosa.house.gov","http://hinojosa.house.gov/rss.xml","hinojosa.house.gov","","","20","2014","TX","15","18.87","93.02","house"
"H000874","566","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000874.json","Steny","H.","Hoyer","D","WhipHoyer","WhipHoyer","282861997886","http://hoyer.house.gov","http://hoyer.house.gov/rss/press-releases.xml","hoyer.house.gov","","","36","2014","MD","5","3.77","90.20","house"
"H001034","1634","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001034.json","Michael","M.","Honda","D","RepMikeHonda","RepMikeHonda","15675385380","http://honda.house.gov","http://honda.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=1","honda.house.gov","","","16","2014","CA","17","1.89","92.31","house"
"H001036","1749","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001036.json","Jeb",NA,"Hensarling","R","RepHensarling","RepHensarling","7875604788","http://hensarling.house.gov","http://hensarling.house.gov/atom.xml","hensarling.house.gov","","","14","2014","TX","5","0.00","94.34","house"
"H001038","1794","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001038.json","Brian",NA,"Higgins","D","RepBrianHiggins","RepBrianHiggins","88144056440","http://higgins.house.gov","http://higgins.house.gov/rss.xml","higgins.house.gov","","","10","2014","NY","26","10.42","95.35","house"
"H001045","1933","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001045.json","Gregg",NA,"Harper","R","GreggHarper","GreggHarper","48248435938","http://harper.house.gov","http://harper.house.gov/rss.xml","harper.house.gov","","","8","2014","MS","3","0.00","96.23","house"
"H001047","1913","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001047.json","Jim",NA,"Himes","D","JAHimes","CongressmanJimHimes","85767418619","http://himes.house.gov","http://himes.house.gov/rss.xml","himes.house.gov","","","8","2014","CT","4","0.00","86.79","house"
"H001048","1909","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001048.json","Duncan","D.","Hunter","R","Rep_Hunter","DuncanHunter","79072979038","http://hunter.house.gov","http://hunter.house.gov/rss.xml","hunter.house.gov","","","8","2014","CA","50","0.00","96.23","house"
"H001051","2044","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001051.json","Richard",NA,"Hanna","R","RepRichardHanna","reprichardhanna","172284859480630","http://hanna.house.gov","http://hanna.house.gov/rss/press1.xml","hanna.house.gov","","","6","2014","NY","22","1.89","90.38","house"
"H001052","2026","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001052.json","Andy",NA,"Harris","R","RepAndyHarrisMD","AndyHarrisMD","508912729153334","http://harris.house.gov","http://harris.house.gov/rss.xml","harris.house.gov","","","6","2014","MD","1","3.77","96.08","house"
"H001053","2032","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001053.json","Vicky",NA,"Hartzler","R","RepHartzler","Congresswoman.Hartzler","183580061667324","http://hartzler.house.gov","http://hartzler.house.gov/rss.xml","hartzler.house.gov","","","6","2014","MO","4","0.00","92.45","house"
"H001055","2040","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001055.json","Joe",NA,"Heck","R","RepJoeHeck","RepJoeHeck","155211751194624","http://heck.house.gov","http://heck.house.gov/rss.xml","heck.house.gov","","","6","2014","NV","3","15.09","88.89","house"
"H001056","2071","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001056.json","Jaime",NA,"Herrera Beutler","R","HerreraBeutler","herrerabeutler","177551525610164","http://herrerabeutler.house.gov","http://herrerabeutler.house.gov/news/rss.aspx","herrerabeutler.house.gov","","","6","2014","WA","3","0.00","92.45","house"
"H001057","2020","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001057.json","Tim",NA,"Huelskamp","R","CongHuelskamp","congressmanhuelskamp","","http://huelskamp.house.gov","http://huelskamp.house.gov/rss.xml","huelskamp.house.gov","","","6","2014","KS","1","1.89","92.31","house"
"H001058","2028","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001058.json","Bill",NA,"Huizenga","R","RepHuizenga","RepHuizenga","145764842143763","http://huizenga.house.gov","http://huizenga.house.gov/news/rss.aspx","huizenga.house.gov","","","6","2014","MI","2","5.66","92.00","house"
"H001059","2015","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001059.json","Randy",NA,"Hultgren","R","RepHultgren","RepHultgren","186221644739359","http://hultgren.house.gov","http://hultgren.house.gov/rss.xml","hultgren.house.gov","","","6","2014","IL","14","5.66","96.00","house"
"H001060","2069","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001060.json","Robert",NA,"Hurt","R","RepRobertHurt","RepRobertHurt","120068161395562","http://hurt.house.gov","http://hurt.house.gov/index.cfm/rss/feed","hurt.house.gov","","","6","2014","VA","5","0.00","96.23","house"
"H001063","2089","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001063.json","Janice",NA,"Hahn","D","Rep_JaniceHahn","RepJaniceHahn","256471267712118","http://hahn.house.gov","http://hahn.house.gov/rss.xml","hahn.house.gov","","","6","2014","CA","44","5.66","92.00","house"
"H001064","2170","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001064.json","Denny",NA,"Heck","D","RepDennyHeck","CongressmanDennyHeck","547907568553615","http://dennyheck.house.gov","http://dennyheck.house.gov/rss.xml","dennyheck.house.gov","","","4","2014","WA","10","1.89","94.23","house"
"H001065","2143","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001065.json","George",NA,"Holding","R","RepHolding","CongressmanGeorgeHolding","384164668340890","http://holding.house.gov","http://holding.house.gov/rss.xml","holding.house.gov","","","4","2014","NC","13","0.00","92.45","house"
"H001067","2140","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001067.json","Richard",NA,"Hudson","R","RepRichHudson","RepRichHudson","212153802255530","http://hudson.house.gov","http://hudson.house.gov/rss/press-releases.xml","hudson.house.gov","","","4","2014","NC","8","0.00","92.45","house"
"H001068","2101","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001068.json","Jared",NA,"Huffman","D","RepHuffman","RepHuffman","200227780116038","http://huffman.house.gov","http://huffman.house.gov/rss.xml","huffman.house.gov","","","4","2014","CA","2","7.55","93.88","house"
"I000056","1640","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/I000056.json","Darrell",NA,"Issa","R","DarrellIssa","darrellissa","19463427992","http://issa.house.gov","http://issa.house.gov/feed/","issa.house.gov","","","16","2014","CA","49","0.00","94.34","house"
"I000057","1663","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/I000057.json","Steve",NA,"Israel","D","RepSteveIsrael","RepSteveIsrael","","http://israel.house.gov","http://israel.house.gov/rss.xml","israel.house.gov","","","16","2014","NY","3","7.55","91.84","house"
"J000032","588","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000032.json","Sheila",NA,"Jackson-Lee","D","JacksonLeeTX18","169479190984","169479190984","http://jacksonlee.house.gov","http://jacksonlee.house.gov/rss.xml","jacksonlee.house.gov","","","22","2014","TX","18","0.00","90.57","house"
"J000126","599","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000126.json","Eddie","Bernice","Johnson","D","RepEBJ","CongresswomanEBJtx30","84096022067","http://ebjohnson.house.gov","http://ebjohnson.house.gov/rss.xml","ebjohnson.house.gov","","","24","2014","TX","30","0.00","94.34","house"
"J000174","603","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000174.json","Sam",NA,"Johnson","R","SamsPressShop","RepSamJohnson","52454091867","http://samjohnson.house.gov","http://samjohnson.house.gov/news/rss.aspx","samjohnson.house.gov","","","26","2014","TX","3","15.09","95.56","house"
"J000255","612","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000255.json","Walter","B.","Jones","R","RepWalterJones","15083070102","15083070102","http://jones.house.gov","http://jones.house.gov/rss.xml","jones.house.gov","","","22","2014","NC","3","9.43","72.92","house"
"J000288","1843","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000288.json","Hank",NA,"Johnson","D","RepHankJohnson","115356957005","115356957005","http://hankjohnson.house.gov","http://hankjohnson.house.gov/rss.xml","hankjohnson.house.gov","","","10","2014","GA","4","1.89","94.23","house"
"J000289","1868","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000289.json","Jim",NA,"Jordan","R","Jim_Jordan","repjimjordan","35499336459","http://jordan.house.gov","http://jordan.house.gov/news/rss.aspx","jordan.house.gov","","","10","2014","OH","4","0.00","88.68","house"
"J000290","1921","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000290.json","Lynn",NA,"Jenkins","R","RepLynnJenkins","replynnjenkins","6974973662","http://lynnjenkins.house.gov","http://lynnjenkins.house.gov/common/rss/?rss=220","lynnjenkins.house.gov","","","8","2014","KS","2","0.00","92.45","house"
"J000292","2046","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000292.json","Bill",NA,"Johnson","R","RepBillJohnson","RepBillJohnson","170477096312258","http://billjohnson.house.gov","http://billjohnson.house.gov/news/rss.aspx","billjohnson.house.gov","","","6","2014","OH","6","0.00","92.45","house"
"J000294","2149","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000294.json","Hakeem",NA,"Jeffries","D","RepJeffries","RepHakeemJeffries","118349138343701","http://jeffries.house.gov","http://jeffries.house.gov/rss.xml","jeffries.house.gov","","","4","2014","NY","8","0.00","94.34","house"
"J000295","2154","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000295.json","Dave",NA,"Joyce","R","RepDaveJoyce","RepDaveJoyce","404318572981934","http://joyce.house.gov","http://joyce.house.gov/rss/press-releases.xml","joyce.house.gov","","","4","2014","OH","14","1.89","94.23","house"
"J000296","2199","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000296.json","David","W.","Jolly","R","USRepDavidJolly","repdavidjolly","","http://jolly.house.gov","http://jolly.house.gov/rss.xml","","","","4",NA,"FL","13","0.00","96.23","house"
"K000009","616","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000009.json","Marcy",NA,"Kaptur","D","RepMarcyKaptur","RepresentativeMarcyKaptur","173753129419169","http://www.kaptur.house.gov","http://kaptur.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=2&amp;format=raw","www.kaptur.house.gov","","","34","2014","OH","9","1.89","92.31","house"
"K000188","1498","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000188.json","Ron",NA,"Kind","D","RepRonKind","repronkind","89152017954","http://kind.house.gov","http://kind.house.gov/common/rss/?rss=52","kind.house.gov","","","20","2014","WI","3","5.66","84.00","house"
"K000362","1724","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000362.json","Steve",NA,"King","R","SteveKingIA","stevekingia","134325379926458","http://steveking.house.gov","http://steveking.house.gov/rss.xml","steveking.house.gov","","","14","2014","IA","4","5.66","96.00","house"
"K000363","1733","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000363.json","John",NA,"Kline","R","RepJohnKline","repjohnkline","","http://kline.house.gov","http://kline.house.gov/news/rss.aspx","kline.house.gov","","","14","2014","MN","2","0.00","96.23","house"
"K000368","1907","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000368.json","Ann",NA,"Kirkpatrick","D","RepKirkpatrick","RepKirkpatrick","152493768236405","http://kirkpatrick.house.gov","http://kirkpatrick.house.gov/rss.xml","kirkpatrick.house.gov","","","4","2014","AZ","1","0.00","88.68","house"
"K000375","2025","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000375.json","Bill",NA,"Keating","D","USRepKeating","Congressman.Keating","183092598372008","http://keating.house.gov","http://keating.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw","keating.house.gov","","","6","2014","MA","9","5.66","96.00","house"
"K000376","2051","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000376.json","Mike",NA,"Kelly","R","MikeKellyPA","191056827594903","191056827594903","http://kelly.house.gov","http://kelly.house.gov/rss.xml","kelly.house.gov","","","6","2014","PA","3","0.00","96.23","house"
"K000378","2014","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000378.json","Adam",NA,"Kinzinger","R","RepKinzinger","RepKinzinger","187811174579106","http://kinzinger.house.gov","http://kinzinger.house.gov/common/rss//index.cfm?rss=49","kinzinger.house.gov","","","6","2014","IL","16","5.66","92.00","house"
"K000379","2172","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000379.json","Joseph","P.","Kennedy III","D","RepJoeKennedy","301936109927957","301936109927957","http://kennedy.house.gov","http://kennedy.house.gov/rss.xml","kennedy.house.gov","","","4","2014","MA","4","5.66","96.00","house"
"K000380","2134","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000380.json","Dan",NA,"Kildee","D","RepDanKildee","RepDanKildee","484166588292670","http://dankildee.house.gov","http://dankildee.house.gov/rss.xml","danielkildee.house.gov","","","4","2014","MI","5","0.00","96.23","house"
"K000381","2169","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000381.json","Derek",NA,"Kilmer","D","RepDerekKilmer","derek.kilmer","450819048314124","http://kilmer.house.gov","http://kilmer.house.gov/rss.xml","kilmer.house.gov","","","4","2014","WA","6","0.00","86.79","house"
"K000382","2145","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000382.json","Ann","McLane","Kuster","D","RepAnnieKuster","CongresswomanAnnieKuster","115543081952049","http://kuster.house.gov","http://kuster.house.gov/rss.xml","kuster.house.gov","","","4","2014","NH","2","5.66","92.00","house"
"K000385","2190","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000385.json","Robin","","Kelly","D","RepRobinKelly","reprobinkelly","","http://robinkelly.house.gov","http://robinkelly.house.gov/rss.xml","","","","4","2014","IL","2","5.66","96.00","house"
"L000263","683","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000263.json","Sander","M.","Levin","D","RepSandyLevin","RepSandyLevin","223726364320243","http://levin.house.gov","http://levin.house.gov/rss.xml","levin.house.gov","","","34","2014","MI","9","0.00","94.34","house"
"L000287","688","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000287.json","John","","Lewis","D","RepJohnLewis","RepJohnLewis","82737208404","http://johnlewis.house.gov","http://johnlewis.house.gov/rss.xml","johnlewis.house.gov","","","30","2014","GA","5","0.00","92.45","house"
"L000397","701","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000397.json","Zoe",NA,"Lofgren","D","RepZoeLofgren","zoelofgren","221191600719","http://lofgren.house.gov","http://lofgren.house.gov/news/rss.aspx","lofgren.house.gov","","","22","2014","CA","19","5.66","94.00","house"
"L000480","709","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000480.json","Nita","M.","Lowey","D","NitaLowey","RepLowey","158290607551599","http://lowey.house.gov","http://lowey.house.gov/common/rss/?rss=18","lowey.house.gov","","","28","2014","NY","17","4.17","97.83","house"
"L000491","711","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000491.json","Frank","D.","Lucas","R","RepFrankLucas","7872057395","7872057395","http://lucas.house.gov","http://lucas.house.gov/rss.xml","lucas.house.gov","","","24","2014","OK","3","0.00","96.23","house"
"L000551","1501","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000551.json","Barbara",NA,"Lee","D","RepBarbaraLee","RepBarbaraLee","92190287786","http://lee.house.gov","http://lee.house.gov/rss.xml","lee.house.gov","","","20","2014","CA","13","20.75","92.86","house"
"L000554","699","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000554.json","Frank","A.","LoBiondo","R","RepLoBiondo","FrankLoBiondo","","http://lobiondo.house.gov","http://lobiondo.house.gov/rss.xml","lobiondo.house.gov","","","22","2014","NJ","2","0.00","90.57","house"
