"id","thomas_id","api_uri","first_name","middle_name","last_name","party","twitter_account","facebook_account","facebook_id","url","rss_url","domain","dw_nominate","ideal_point","seniority","next_election","state","district","missed_votes_pct","votes_with_party_pct","chamber"
"L000557","1583","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000557.json","John","B.","Larson","D","RepJohnLarson","RepJohnLarson","6352928631","http://www.larson.house.gov","http://larson.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw","www.larson.house.gov","","","18","2014","CT","1","9.43","95.83","house"
"L000559","1668","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000559.json","Jim",NA,"Langevin","D","JimLangevin","CongressmanJimLangevin","6578978441","http://langevin.house.gov","http://langevin.house.gov/rss.xml","langevin.house.gov","","","16","2014","RI","2","5.66","90.00","house"
"L000560","1675","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000560.json","Rick",NA,"Larsen","D","RepRickLarsen","RepRickLarsen","135654683137079","http://larsen.house.gov","http://larsen.house.gov/rss.xml","larsen.house.gov","","","16","2014","WA","2","1.89","90.38","house"
"L000562","1686","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000562.json","Stephen","F.","Lynch","D","RepStephenLynch","repstephenlynch","133720816696865","http://lynch.house.gov","http://lynch.house.gov/rss.xml","lynch.house.gov","","","16","2014","MA","8","5.66","88.00","house"
"L000563","1781","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000563.json","Daniel",NA,"Lipinski","D","RepLipinski","repdanlipinski","103286879730089","http://www.lipinski.house.gov","http://www.lipinski.house.gov/rss/press-releases.xml","www.lipinski.house.gov","","","12","2014","IL","3","5.66","74.00","house"
"L000564","1834","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000564.json","Doug",NA,"Lamborn","R","RepDLamborn","CongressmanDougLamborn","45059452286","http://lamborn.house.gov","http://lamborn.houseenews.net/common/mailings/index.cfm?rss","lamborn.house.gov","","","10","2014","CO","5","1.89","94.23","house"
"L000565","1846","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000565.json","Dave",NA,"Loebsack","D","DaveLoebsack","DaveLoebsack","291731316748","http://loebsack.house.gov","http://loebsack.house.gov/news/rss.aspx","loebsack.house.gov","","","10","2014","IA","2","16.98","90.91","house"
"L000566","1885","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000566.json","Robert","E.","Latta","R","BobLatta","boblatta","100000004848334","http://latta.house.gov","http://latta.house.gov/news/rss.aspx","latta.house.gov","","","10","2014","OH","5","0.00","92.45","house"
"L000567","1936","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000567.json","Leonard",NA,"Lance","R","RepLanceNJ7","CongressmanLance","100830109970339","http://lance.house.gov","http://lance.house.gov/common/rss/?rss=29","lance.house.gov","","","8","2014","NJ","7","0.00","92.45","house"
"L000569","1931","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000569.json","Blaine",NA,"Luetkemeyer","R","RepBlainePress","BlaineLuetkemeyer","1358702716","http://luetkemeyer.house.gov","http://luetkemeyer.house.gov/news/rss.aspx","luetkemeyer.house.gov","","","8","2014","MO","3","0.00","96.23","house"
"L000570","1939","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000570.json","Ben","Ray","Lujan","D","RepBenRayLujan","RepBenRayLujan","112962521120","http://lujan.house.gov","http://lujan.house.gov/rss/press-releases.xml","lujan.house.gov","","","8","2014","NM","3","0.00","94.34","house"
"L000571","1960","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000571.json","Cynthia","M.","Lummis","R","CynthiaLummis","152754318103332","152754318103332","http://lummis.house.gov","http://lummis.house.gov/news/rss.aspx","lummis.house.gov","","","8","2014","WY","1","0.00","92.45","house"
"L000573","2011","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000573.json","Raul",NA,"Labrador","R","Raul_Labrador","raul.r.labrador","180970951936493","http://labrador.house.gov","http://labrador.house.gov/common/rss//index.cfm?rss=49","labrador.house.gov","","","6","2014","ID","1","0.00","92.45","house"
"L000576","2033","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000576.json","Billy",NA,"Long","R","USRepLong","Rep.Billy.Long","139631049438354","http://long.house.gov","http://long.house.gov/common/rss//index.cfm?rss=49","long.house.gov","","","6","2014","MO","7","0.00","96.23","house"
"L000579","2111","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000579.json","Alan",NA,"Lowenthal","D","RepLowenthal","RepLowenthal","392631677490897","http://lowenthal.house.gov","http://lowenthal.house.gov/news/rss.aspx","lowenthal.house.gov","","","4","2014","CA","47","1.89","96.15","house"
"L000580","2146","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000580.json","Michelle",NA,"Lujan Grisham","D","RepLujanGrisham","RepLujanGrisham","191640657646128","http://lujangrisham.house.gov","","lujangrisham.house.gov","","","4","2014","NM","1","0.00","94.34","house"
"M000087","729","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M000087.json","Carolyn","B.","Maloney","D","RepMaloney","RepCarolynMaloney","","http://maloney.house.gov","http://maloney.house.gov/rss.xml","maloney.house.gov","","","24","2014","NY","12","4.17","100.00","house"
"M000312","1504","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M000312.json","Jim",NA,"McGovern","D","RepMcGovern","RepJimMcGovern","","http://mcgovern.house.gov","http://mcgovern.house.gov/rss.xml","mcgovern.house.gov","","","20","2014","MA","2","0.00","92.45","house"
"M000404","766","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M000404.json","Jim",NA,"McDermott","D","RepJimMcDermott","CongressmanJimMcDermott","246418928093","http://mcdermott.house.gov","http://mcdermott.house.gov/index.php?format=feed&amp;type=rss","mcdermott.house.gov","","","28","2014","WA","7","1.89","94.23","house"
"M000689","800","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M000689.json","John","L.","Mica","R","","JohnMica","","http://mica.house.gov","http://mica.house.gov/common/rss/index.cfm?rss=25","mica.house.gov","","","24","2014","FL","7","1.89","98.08","house"
"M001137","1506","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001137.json","Gregory","W.","Meeks","D","GregoryMeeks","gregorymeeksny05","1557025818","http://meeks.house.gov","http://meeks.house.gov/rss.xml","meeks.house.gov","","","20","2014","NY","5","25.00","97.22","house"
"M001143","1653","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001143.json","Betty",NA,"McCollum","D","BettyMcCollum04","repbettymccollum","153386471383393","http://mccollum.house.gov","http://mccollum.house.gov/rss.xml","mccollum.house.gov","","","16","2014","MN","4","0.00","96.23","house"
"M001144","1685","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001144.json","Jeff",NA,"Miller","R","RepJeffMiller","RepJeffMiller","66367876671","http://jeffmiller.house.gov","http://jeffmiller.house.gov/news/rss.aspx","jeffmiller.house.gov","","","16","2014","FL","1","0.00","94.34","house"
"M001150","1731","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001150.json","Candice","S.","Miller","R","CandiceMiller","CongresswomanCandiceMiller","210401648605","http://candicemiller.house.gov","http://candicemiller.house.gov/rss.xml","candicemiller.house.gov","","","14","2014","MI","10","0.00","96.23","house"
"M001151","1744","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001151.json","Tim",NA,"Murphy","R","RepTimMurphy","reptimmurphy","105769762798552","http://murphy.house.gov","http://murphy.house.gov/common/rss/?rss=44","murphy.house.gov","","","14","2014","PA","18","0.00","96.23","house"
"M001156","1792","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001156.json","Patrick","T.","McHenry","R","PatrickMcHenry","CongressmanMcHenry","8045519803","http://mchenry.house.gov","http://mchenry.house.gov/News/Rss.aspx","mchenry.house.gov","","","12","2014","NC","10","0.00","96.23","house"
"M001157","1804","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001157.json","Michael",NA,"McCaul","R","RepMcCaul","michaeltmccaul","6355254859","http://mccaul.house.gov","","mccaul.house.gov","","","12","2014","TX","10","0.00","96.23","house"
"M001158","1806","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001158.json","Kenny",NA,"Marchant","R","RepKenMarchant","RepKennyMarchant","6349487899","http://marchant.house.gov","http://marchant.house.gov/news/rss.aspx","marchant.house.gov","","","12","2014","TX","24","7.55","93.88","house"
"M001159","1809","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001159.json","Cathy",NA,"McMorris Rodgers","R","CathyMcMorris","mcmorrisrodgers","321618789771","http://mcmorris.house.gov","http://mcmorris.house.gov/common/rss/?rss=96","mcmorris.house.gov","","","12","2014","WA","5","1.89","96.15","house"
"M001160","1811","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001160.json","Gwen",NA,"Moore","D","RepGwenMoore","GwenSMoore","58864029545","http://gwenmoore.house.gov","http://gwenmoore.house.gov/common/rss/index.cfm?rss=49","gwenmoore.house.gov","","","12","2014","WI","4","3.77","92.16","house"
"M001163","1814","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001163.json","Doris",NA,"Matsui","D","DorisMatsui","doris.matsui","","http://matsui.house.gov","http://matsui.house.gov/rss/press-releases.xml","matsui.house.gov","","","12","2014","CA","6","0.00","94.34","house"
"M001165","1833","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001165.json","Kevin",NA,"McCarthy","R","GOPLeader","CongressmanKevinMcCarthy","51052893175","http://kevinmccarthy.house.gov","http://kevinmccarthy.house.gov/rss.xml","kevinmccarthy.house.gov","","","10","2014","CA","23","0.00","96.23","house"
"M001166","1832","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001166.json","Jerry",NA,"McNerney","D","RepMcNerney","jerrymcnerney","215241308510238","http://mcnerney.house.gov","http://mcnerney.house.gov/index.php?format=feed&amp;type=rss","mcnerney.house.gov","","","10","2014","CA","9","0.00","96.23","house"
"M001177","1908","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001177.json","Tom",NA,"McClintock","R","RepMcClintock","81125319109","81125319109","http://mcclintock.house.gov","http://mcclintock.house.gov/atom.xml","mcclintock.house.gov","","","8","2014","CA","4","5.66","92.00","house"
"M001179","2053","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001179.json","Tom",NA,"Marino","R","RepTomMarino","144408762280226","","http://marino.house.gov","http://marino.house.gov/rss.xml","marino.house.gov","","","6","2014","PA","10","9.43","95.83","house"
"M001180","2074","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001180.json","David",NA,"McKinley","R","RepMcKinley","RepMcKinley","130377260362609","http://mckinley.house.gov","http://mckinley.house.gov/common/rss//index.cfm?rss=49","mckinley.house.gov","","","6","2014","WV","1","1.89","92.31","house"
"M001181","2052","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001181.json","Pat",NA,"Meehan","R","RepMeehan","CongressmanPatrickMeehan","136000283132824","http://meehan.house.gov","http://meehan.house.gov/rss/latest-news.xml","meehan.house.gov","","","6","2014","PA","7","0.00","90.57","house"
"M001182","2059","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001182.json","Mick",NA,"Mulvaney","R","RepMickMulvaney","MulvaneySC5","188649667827713","http://mulvaney.house.gov","http://mulvaney.house.gov/rss/press-releases.xml","mulvaney.house.gov","","","6","2014","SC","5","0.00","86.79","house"
"M001184","2094","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001184.json","Thomas",NA,"Massie","R","RepThomasMassie","RepThomasMassie","","http://massie.house.gov","http://massie.house.gov/rss.xml","massie.house.gov","","","6","2014","KY","4","0.00","84.91","house"
"M001185","2150","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001185.json","Sean","Patrick","Maloney","D","RepSeanMaloney","RepSeanMaloney","551199354892891","http://seanmaloney.house.gov","http://seanmaloney.house.gov/rss.xml","seanmaloney.house.gov","","","4","2014","NY","18","6.25","84.44","house"
"M001187","2142","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001187.json","Mark",NA,"Meadows","R","RepMarkMeadows","Repmarkmeadows","409882952423501","http://meadows.house.gov","http://meadows.house.gov/rss/press-releases.xml","meadows.house.gov","","","4","2014","NC","11","0.00","96.23","house"
"M001188","2148","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001188.json","Grace",NA,"Meng","D","RepGraceMeng","repgracemeng","195734010571362","http://meng.house.gov","http://meng.house.gov/rss.xml","meng.house.gov","","","4","2014","NY","6","16.67","100.00","house"
"M001189","2130","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001189.json","Luke",NA,"Messer","R","RepLukeMesser","RepLukeMesser","367444640018564","http://messer.house.gov","http://messer.house.gov/rss.xml","messer.house.gov","","","4","2014","IN","6","3.77","96.08","house"
"M001190","2156","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001190.json","Markwayne",NA,"Mullin","R","RepMullin","CongressmanMarkwayneMullin","453637624684399","http://mullin.house.gov","http://mullin.house.gov/rss.xml","mullin.house.gov","","","4","2014","OK","2","0.00","96.23","house"
"M001191","2117","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M001191.json","Patrick",NA,"Murphy","D","RepMurphyFL","CongressmanPatrickMurphy","317735028342371","http://patrickmurphy.house.gov","http://patrickmurphy.house.gov/news/rss.aspx","patrickmurphy.house.gov","","","4","2014","FL","18","9.43","75.00","house"
"N000002","850","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/N000002.json","Jerrold","","Nadler","D","RepJerryNadler","CongressmanNadler","78291598977","http://nadler.house.gov","http://nadler.house.gov/rss.xml","nadler.house.gov","","","26","2014","NY","10","4.17","100.00","house"
"N000015","854","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/N000015.json","Richard","E.","Neal","D","RepRichardNeal","325642654132598","325642654132598","http://neal.house.gov","http://neal.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw","neal.house.gov","","","28","2014","MA","1","15.09","93.33","house"
"N000127","867","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/N000127.json","Rick",NA,"Nolan","D","USRepRickNolan","UsRepRickNolan","388085277945339","http://nolan.house.gov","http://nolan.house.gov/rss.xml","nolan.house.gov","","","4","2014","MN","8","4.44","93.02","house"
"N000147","868","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/N000147.json","Eleanor","Holmes","Norton","D","EleanorNorton","CongresswomanNorton","61731840657","http://norton.house.gov","http://norton.house.gov/rss.xml","www.norton.house.gov","","","26","2014","DC","79",NA,NA,"house"
"N000179","1602","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/N000179.json","Grace","F.","Napolitano","D","GraceNapolitano","RepGraceNapolitano","163108420409412","http://napolitano.house.gov","http://napolitano.house.gov/rss.xml","napolitano.house.gov","","","18","2014","CA","32","5.66","96.00","house"
"N000182","1758","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/N000182.json","Randy",NA,"Neugebauer","R","RandyNeugebauer","rep.randy.neugebauer","64137294987","http://randy.house.gov","http://randy.house.gov/rss.xml","randy.house.gov","","","14","2014","TX","19","0.00","94.34","house"
"N000185","2001","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/N000185.json","Richard",NA,"Nugent","R","RepRichNugent","RepRichNugent","183541871674897","http://nugent.house.gov","http://nugent.house.gov/rss.xml","nugent.house.gov","","","6","2014","FL","11","5.66","94.00","house"
"N000186","2034","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/N000186.json","Alan",NA,"Nunnelee","R","RepAlanNunnelee","CongressmanNunnelee","144919278895639","http://nunnelee.house.gov","http://nunnelee.house.gov/common/rss//index.cfm?rss=49","nunnelee.house.gov","","","6","2014","MS","1",NA,NA,"house"
"O000168","1955","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/O000168.json","Pete",NA,"Olson","R","OlsonPressShop","20718168936","20718168936","http://olson.house.gov","http://olson.house.gov/common/rss/?rss=82","olson.house.gov","","","8","2014","TX","22","1.89","94.23","house"
"O000170","2162","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/O000170.json","Beto",NA,"O&#x27;Rourke","D","RepBetoORourke","betoorourketx16","460776160654909","http://orourke.house.gov","http://orourke.house.gov/rss.xml","orourke.house.gov","","","4","2014","TX","16","11.32","95.74","house"
"P000034","887","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000034.json","Frank",NA,"Pallone","D","FrankPallone","repfrankpallone","6517277731","http://pallone.house.gov","http://pallone.house.gov/rss.xml","pallone.house.gov","","","30","2014","NJ","6","0.00","92.45","house"
"P000096","1510","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000096.json","Bill",NA,"Pascrell Jr.","D","BillPascrell","pascrell","303312929155","http://pascrell.house.gov","http://pascrell.house.gov/rss.xml","pascrell.house.gov","","","20","2014","NJ","9","1.89","96.15","house"
"P000197","905","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000197.json","Nancy",NA,"Pelosi","D","NancyPelosi","NancyPelosi","86574174383","http://pelosi.house.gov","http://pelosi.house.gov/rss.xml","pelosi.house.gov","","","28","2014","CA","12","5.66","94.00","house"
"P000373","1514","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000373.json","Joe",NA,"Pitts","R","RepJoePitts","94156528752","94156528752","http://pitts.house.gov","http://pitts.house.gov/rss.xml","pitts.house.gov","","","20","2014","PA","16","7.55","95.92","house"
"P000588","1738","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000588.json","Steve",NA,"Pearce","R","RepStevePearce","RepStevePearce","180280568662135","http://pearce.house.gov","http://pearce.house.gov/rss.xml","pearce.house.gov","","","6","2014","NM","2","3.77","90.20","house"
"P000591","1778","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000591.json","Tom",NA,"Price","R","RepTomPrice","reptomprice","172032960420","http://tomprice.house.gov","http://tomprice.house.gov/rss.xml","tomprice.house.gov","","","12","2014","GA","6","0.00","90.57","house"
"P000592","1802","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000592.json","Ted",NA,"Poe","R","JudgeTedPoe","106631626049851","106631626049851","http://poe.house.gov","http://poe.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw","www.house.gov","","","12","2014","TX","2","0.00","90.57","house"
"P000593","1835","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000593.json","Ed",NA,"Perlmutter","D","RepPerlmutter","RepPerlmutter","86174496459","http://perlmutter.house.gov","http://perlmutter.house.gov/components/com_ninjarsssyndicator/feed/feed3.xml","perlmutter.house.gov","","","10","2014","CO","7","47.17","89.29","house"
"P000594","1930","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000594.json","Erik",NA,"Paulsen","R","RepErikPaulsen","CongressmanErikPaulsen","128558293848160","http://paulsen.house.gov","http://paulsen.house.gov/common/rss//?rss=105","paulsen.house.gov","","","8","2014","MN","3","0.00","92.45","house"
"P000596","1953","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000596.json","Pedro",NA,"Pierluisi","D","PedroPierluisi","pedropierluisi","","http://pierluisi.house.gov","","pierluisi.house.gov","","","8","2014","PR","80",NA,NA,"house"
"P000597","1927","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000597.json","Chellie",NA,"Pingree","D","ChelliePingree","ChelliePingree","91529332807","http://pingree.house.gov","http://pingree.house.gov/rss/press-releases.xml","pingree.house.gov","","","8","2014","ME","1","0.00","96.23","house"
"P000598","1910","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000598.json","Jared",NA,"Polis","D","JaredPolis","jaredpolis","53481427529","http://polis.house.gov","http://polis.house.gov/news/rss.aspx","polis.house.gov","","","8","2014","CO","2","0.00","88.68","house"
"P000599","1915","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000599.json","Bill",NA,"Posey","R","CongBillPosey","bill.posey15","100000080395369","http://posey.house.gov","http://posey.house.gov/news/rss.aspx?DocumentTypeID=1487","posey.house.gov","","","8","2014","FL","8","0.00","96.23","house"
"P000601","2035","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000601.json","Steven",NA,"Palazzo","R","CongPalazzo","stevenpalazzo","186908658003781","http://palazzo.house.gov","","palazzo.house.gov","","","6","2014","MS","4","0.00","92.45","house"
"P000602","2022","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000602.json","Mike",NA,"Pompeo","R","RepMikePompeo","CongressmanPompeo","101965369880683","http://pompeo.house.gov","http://pompeo.house.gov/news/rss.aspx","pompeo.house.gov","","","6","2014","KS","4","1.89","96.15","house"
"P000604","2097","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000604.json","Donald","M.","Payne Jr.","D","RepDonaldPayne","DonaldPayneJr","360976767343741","http://payne.house.gov","http://payne.house.gov/rss.xml","payne.house.gov","","","6","2014","NJ","10","3.77","94.12","house"
"P000605","2157","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000605.json","Scott",NA,"Perry","R","RepScottPerry","Rep.ScottPerry","376801102416184","http://perry.house.gov","http://perry.house.gov/rss.xml","perry.house.gov","","","4","2014","PA","4","0.00","88.68","house"
"P000606","2141","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000606.json","Robert",NA,"Pittenger","R","RepPittenger","congressmanpittenger","376142742468386","http://pittenger.house.gov","http://pittenger.house.gov/rss.xml","pittenger.house.gov","","","4","2014","NC","9","0.00","92.45","house"
"P000607","2171","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000607.json","Mark",NA,"Pocan","D","RepMarkPocan","repmarkpocan","436881033058309","http://pocan.house.gov","http://pocan.house.gov/rss.xml","pocan.house.gov","","","4","2014","WI","2","5.66","96.00","house"
"P000608","2113","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/P000608.json","Scott",NA,"Peters","D","RepScottPeters","CongressmanScottPeters","449337038470352","http://scottpeters.house.gov","http://scottpeters.house.gov/rss.xml","scottpeters.house.gov","","","4","2014","CA","52","0.00","75.47","house"
"Q000023","1967","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/Q000023.json","Mike",NA,"Quigley","D","RepMikeQuigley","repmikequigley","158963645688","http://quigley.house.gov","http://quigley.house.gov/rss/press-releases.xml","quigley.house.gov","","","8","2014","IL","5","5.66","92.00","house"
"R000053","944","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000053.json","Charles","B.","Rangel","D","CBRangel","CBRangel","7390589055","http://rangel.house.gov","http://rangel.house.gov/rss.xml","rangel.house.gov","","","46","2014","NY","13","4.17","100.00","house"
"R000395","977","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000395.json","Harold",NA,"Rogers","R","RepHalRogers","CongressmanHalRogers","6722039085","http://halrogers.house.gov","http://halrogers.house.gov/news/rss.aspx","halrogers.house.gov","","","36","2014","KY","5","0.00","96.23","house"
"R000435","985","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000435.json","Ileana",NA,"Ros-Lehtinen","R","RosLehtinen","iroslehtinen","286546974761109","http://ros-lehtinen.house.gov","http://ros-lehtinen.house.gov/rss.xml","ros-lehtinen.house.gov","","","28","2014","FL","27","0.00","86.79","house"
"R000486","997","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000486.json","Lucille",NA,"Roybal-Allard","D","RepRoybalAllard","RepRoybalAllard","139773069370563","http://roybal-allard.house.gov","http://roybal-allard.house.gov/News/Rss.aspx","roybal-allard.house.gov","","","24","2014","CA","40","5.66","94.00","house"
"R000487","998","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000487.json","Ed",NA,"Royce","R","RepEdRoyce","EdRoyce","6460640558","http://royce.house.gov","http://royce.house.gov/News/Rss.aspx","www.royce.house.gov","","","24","2014","CA","39","0.00","96.23","house"
"R000515","1003","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000515.json","Bobby","L.","Rush","D","RepBobbyRush","congressmanbobbyrush","230753786936538","http://rush.house.gov","http://rush.house.gov/rss.xml","rush.house.gov","","","24","2014","IL","1","16.98","90.91","house"
"R000570","1560","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000570.json","Paul","D.","Ryan","R","RepPaulRyan","reppaulryan","7123827676","http://paulryan.house.gov","http://paulryan.house.gov/news/rss.aspx","paulryan.house.gov","","","18","2014","WI","1","0.00","96.23","house"
"R000575","1704","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000575.json","Mike","D.","Rogers","R","RepMikeRogersAL","171770326187035","","http://mike-rogers.house.gov","http://mike-rogers.house.gov/rss.xml","mike-rogers.house.gov","","","16","2014","AL","3","7.55","95.92","house"
"R000576","1728","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000576.json","C.A. Dutch",NA,"Ruppersberger","D","Call_Me_Dutch","184756771570504","","http://ruppersberger.house.gov","http://ruppersberger.house.gov/rss.xml","ruppersberger.house.gov","","","14","2014","MD","2","0.00","88.68","house"
"R000577","1756","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000577.json","Tim",NA,"Ryan","D","RepTimRyan","timryan","121560497865","http://timryan.house.gov","http://timryan.house.gov/rss.xml","timryan.house.gov","","","14","2014","OH","13","39.62","90.63","house"
"R000578","1810","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000578.json","Dave",NA,"Reichert","R","DaveReichert","repdavereichert","91504302598","http://reichert.house.gov","http://reichert.house.gov/rss.xml","reichert.house.gov","","","12","2014","WA","8","0.00","90.57","house"
"R000580","1848","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000580.json","Peter",NA,"Roskam","R","PeterRoskam","RepRoskam","","http://roskam.house.gov","http://roskam.house.gov/index.php?option=com_content&amp;view=section&amp;layout=blog&amp;id=13&amp;Itemid=100052&amp;format=feed&amp;type=rss","roskam.house.gov","","","10","2014","IL","6","7.55","95.92","house"
"R000582","1954","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000582.json","Phil",NA,"Roe","R","DrPhilRoe","DrPhilRoe","130725126985966","http://roe.house.gov","","roe.house.gov","","","8","2014","TN","1","15.09","93.33","house"
"R000583","1916","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000583.json","Tom",NA,"Rooney","R","TomRooney","reptomrooney","117697790448","http://rooney.house.gov","http://rooney.house.gov/rss/press-releases.xml","rooney.house.gov","","","8","2014","FL","17","0.00","94.34","house"
"R000585","1982","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000585.json","Tom",NA,"Reed","R","RepTomReed","RepTomReed","102449199835273","http://reed.house.gov","http://reed.house.gov/rss.xml","reed.house.gov","","","8","2014","NY","23","0.00","92.45","house"
"R000586","2048","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000586.json","Jim",NA,"Renacci","R","RepJimRenacci","repjimrenacci","187639524595278","http://renacci.house.gov","http://renacci.house.gov/?a=rss.feed","renacci.house.gov","","","6","2014","OH","16","0.00","92.45","house"
"R000587","2073","http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/R000587.json","Reid",NA,"Ribble","R","RepRibble","CongressmanReidRibble","157169920997203","http://ribble.house.gov","http://ribble.house.gov/rss.xml","ribble.house.gov","","","6","2014","WI","8","0.00","90.57","house"
